benchmark,category,variant,size,time_1
gemm_nt,darknet,torch,EXTRALARGE,0.065535148489289
gemm_nt,darknet,torch_compiled,EXTRALARGE,0.0534173105843365
gemm_nt,darknet,torch_gpu,EXTRALARGE,5.83399087190628e-05
gemm_nt,darknet,torch_gpu_onlykernel,EXTRALARGE,8.41243891045451e-05
gemm_tn,darknet,clang,EXTRALARGE,3.1716615
gemm_tn,darknet,gcc,EXTRALARGE,2.5461655
gemm_tn,darknet,jax,EXTRALARGE,0.047930259606801
gemm_tn,darknet,jax_gpu,EXTRALARGE,0.0034891270333901
gemm_tn,darknet,jax_gpu_onlykernel,EXTRALARGE,8.00444977357984e-05
gemm_tn,darknet,numba,EXTRALARGE,2.26806732150726
gemm_tn,darknet,numpy,EXTRALARGE,0.048436627490446
gemm_tn,darknet,polly,EXTRALARGE,3.5498115
gemm_tn,darknet,polly-parallel,EXTRALARGE,0.397319
gemm_tn,darknet,polly-parallel-vectorizer,EXTRALARGE,0.2999765
gemm_tn,darknet,polly-vectorizer,EXTRALARGE,1.529584
gemm_tn,darknet,torch,EXTRALARGE,0.056555477087386
gemm_tn,darknet,torch_compiled,EXTRALARGE,0.0447716395137832
gemm_tn,darknet,torch_gpu,EXTRALARGE,0.000103594036772847
gemm_tn,darknet,torch_gpu_onlykernel,EXTRALARGE,8.67595663294196e-05
gemm_tt,darknet,clang,EXTRALARGE,8.2573425
gemm_tt,darknet,gcc,EXTRALARGE,6.324314
gemm_tt,darknet,jax,EXTRALARGE,0.0416370254242793
gemm_tt,darknet,jax_gpu,EXTRALARGE,0.00387751893140376
gemm_tt,darknet,jax_gpu_onlykernel,EXTRALARGE,4.85745258629322e-05
gemm_tt,darknet,numba,EXTRALARGE,7.34479902801104
gemm_tt,darknet,numpy,EXTRALARGE,0.0433197114616632
gemm_tt,darknet,polly,EXTRALARGE,8.263203
gemm_tt,darknet,polly-parallel,EXTRALARGE,8.395098
gemm_tt,darknet,polly-parallel-vectorizer,EXTRALARGE,8.422195
gemm_tt,darknet,polly-vectorizer,EXTRALARGE,8.448175
gemm_tt,darknet,torch,EXTRALARGE,0.0588096604915336
gemm_tt,darknet,torch_compiled,EXTRALARGE,0.0449744849465787
gemm_tt,darknet,torch_gpu,EXTRALARGE,6.34239986538887e-05
gemm_tt,darknet,torch_gpu_onlykernel,EXTRALARGE,5.10894460603595e-05
gemv,blas,clang,EXTRALARGE,0.002556
gemv,blas,gcc,EXTRALARGE,0.002378
gemv,blas,jax,EXTRALARGE,0.00060907646548003
gemv,blas,jax_gpu,EXTRALARGE,0.00108444690704346
gemv,blas,jax_gpu_onlykernel,EXTRALARGE,2.8374488465488e-05
gemv,blas,numba,EXTRALARGE,0.00348524807486683
gemv,blas,numpy,EXTRALARGE,9.2599424533546e-05
gemv,blas,polly,EXTRALARGE,0.001469
gemv,blas,polly-parallel,EXTRALARGE,0.0011165
gemv,blas,polly-parallel-vectorizer,EXTRALARGE,0.0011215
gemv,blas,polly-vectorizer,EXTRALARGE,0.00237
gemv,blas,torch,EXTRALARGE,0.000953169423155487
gemv,blas,torch_compiled,EXTRALARGE,0.000333828036673367
gemv,blas,torch_gpu,EXTRALARGE,4.35844995081425e-05
gemv,blas,torch_gpu_onlykernel,EXTRALARGE,3.42590501531959e-05
gemver,polybench/linear-algebra/blas,clang,EXTRALARGE,0.044457
gemver,polybench/linear-algebra/blas,gcc,EXTRALARGE,0.03632
gemver,polybench/linear-algebra/blas,jax,EXTRALARGE,0.0371425825869665
gemver,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.00586915342137218
gemver,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,8.03250586614013e-05
gemver,polybench/linear-algebra/blas,numba,EXTRALARGE,0.0478599696652964
gemver,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.0719986509066075
gemver,polybench/linear-algebra/blas,polly,EXTRALARGE,0.028303
gemver,polybench/linear-algebra/blas,polly-parallel,EXTRALARGE,0.008368
gemver,polybench/linear-algebra/blas,polly-parallel-vectorizer,EXTRALARGE,0.008479
gemver,polybench/linear-algebra/blas,polly-vectorizer,EXTRALARGE,0.028547
gemver,polybench/linear-algebra/blas,torch,EXTRALARGE,0.106113508110866
gemver,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.0250346199609339
gemver,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,0.000102058984339237
ger,blas,clang,EXTRALARGE,0.001209
ger,blas,gcc,EXTRALARGE,0.0011215
ger,blas,jax,EXTRALARGE,0.00108987803105265
ger,blas,jax_gpu,EXTRALARGE,0.00126429693773389
ger,blas,jax_gpu_onlykernel,EXTRALARGE,4.01245197281241e-05
ger,blas,numba,EXTRALARGE,0.0010939184576273
ger,blas,numpy,EXTRALARGE,0.0252408824162558
ger,blas,polly,EXTRALARGE,0.00124
ger,blas,polly-parallel,EXTRALARGE,0.001073
ger,blas,polly-parallel-vectorizer,EXTRALARGE,0.000994
ger,blas,polly-vectorizer,EXTRALARGE,0.002283
ger,blas,torch,EXTRALARGE,0.0254167090170085
ger,blas,torch_compiled,EXTRALARGE,0.000210738508030772
ger,blas,torch_gpu,EXTRALARGE,7.84839503467083e-05
ger,blas,torch_gpu_onlykernel,EXTRALARGE,6.1854487285018e-05
gesummv,polybench/linear-algebra/blas,clang,EXTRALARGE,0.0053725
gesummv,polybench/linear-algebra/blas,gcc,EXTRALARGE,0.005465
gesummv,polybench/linear-algebra/blas,jax,EXTRALARGE,0.00263680645730346
gesummv,polybench/linear-algebra/blas,jax_gpu,EXTRALARGE,0.00439019396435469
gesummv,polybench/linear-algebra/blas,jax_gpu_onlykernel,EXTRALARGE,6.44995598122478e-05
gesummv,polybench/linear-algebra/blas,numba,EXTRALARGE,0.00890183495357633
gesummv,polybench/linear-algebra/blas,numpy,EXTRALARGE,0.00121070141904056
gesummv,polybench/linear-algebra/blas,polly,EXTRALARGE,0.0053725
gesummv,polybench/linear-algebra/blas,polly-parallel,EXTRALARGE,0.0054405
gesummv,polybench/linear-algebra/blas,polly-parallel-vectorizer,EXTRALARGE,0.005462
gesummv,polybench/linear-algebra/blas,polly-vectorizer,EXTRALARGE,0.0053645
gesummv,polybench/linear-algebra/blas,torch,EXTRALARGE,0.00405654194764793
gesummv,polybench/linear-algebra/blas,torch_compiled,EXTRALARGE,0.00144931499380618
gesummv,polybench/linear-algebra/blas,torch_gpu_onlykernel,EXTRALARGE,6.35839533060789e-05
histogram,utdsp,clang,EXTRALARGE,0.0105875
histogram,utdsp,gcc,EXTRALARGE,0.0104185
histogram,utdsp,jax,EXTRALARGE,0.116935973055661
histogram,utdsp,jax_gpu,EXTRALARGE,2.58645741268992e-05
histogram,utdsp,jax_gpu_onlykernel,EXTRALARGE,2.21350928768516e-05
histogram,utdsp,numba,EXTRALARGE,0.0272719269851223
histogram,utdsp,numpy,EXTRALARGE,0.0836766120046377
histogram,utdsp,polly,EXTRALARGE,0.0106395
histogram,utdsp,polly-parallel,EXTRALARGE,0.0102615
histogram,utdsp,polly-parallel-vectorizer,EXTRALARGE,0.0103675
histogram,utdsp,polly-vectorizer,EXTRALARGE,0.0101555
histogram,utdsp,torch,EXTRALARGE,0.114745036000386
histogram,utdsp,torch_compiled,EXTRALARGE,0.0122446265304461
histogram,utdsp,torch_gpu_onlykernel,EXTRALARGE,3.41651029884815e-05
len,mathfu,clang,EXTRALARGE,0.0564105
len,mathfu,gcc,EXTRALARGE,0.056367
len,mathfu,jax,EXTRALARGE,0.0894814805360511
len,mathfu,jax_gpu,EXTRALARGE,0.03831308754161
len,mathfu,jax_gpu_onlykernel,EXTRALARGE,1.89999118447304e-05
len,mathfu,numba,EXTRALARGE,0.0706994894426316
len,mathfu,numpy,EXTRALARGE,0.0117793345125392
len,mathfu,polly,EXTRALARGE,0.05642
len,mathfu,polly-parallel,EXTRALARGE,0.056362
len,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.0555445
len,mathfu,polly-vectorizer,EXTRALARGE,0.055642
len,mathfu,torch,EXTRALARGE,0.0118078839732334
len,mathfu,torch_compiled,EXTRALARGE,0.0130095609929413
len,mathfu,torch_gpu,EXTRALARGE,1.57649628818035e-05
len,mathfu,torch_gpu_onlykernel,EXTRALARGE,1.31794949993491e-05
len_sq,mathfu,clang,EXTRALARGE,0.0563315
len_sq,mathfu,gcc,EXTRALARGE,0.0563665
len_sq,mathfu,jax,EXTRALARGE,0.0875010886229575
len_sq,mathfu,jax_gpu,EXTRALARGE,0.0375123574631289
len_sq,mathfu,jax_gpu_onlykernel,EXTRALARGE,3.12899937853217e-05
len_sq,mathfu,numba,EXTRALARGE,0.0798670245567337
len_sq,mathfu,numpy,EXTRALARGE,0.0117812210228294
len_sq,mathfu,polly,EXTRALARGE,0.0553425
len_sq,mathfu,polly-parallel,EXTRALARGE,0.0563555
len_sq,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.056345
len_sq,mathfu,polly-vectorizer,EXTRALARGE,0.055439
len_sq,mathfu,torch,EXTRALARGE,0.0118245800258592
len_sq,mathfu,torch_compiled,EXTRALARGE,0.0125764444237575
len_sq,mathfu,torch_gpu,EXTRALARGE,1.58299226313829e-05
len_sq,mathfu,torch_gpu_onlykernel,EXTRALARGE,8.0944737419486e-06
lerp,mathfu,clang,EXTRALARGE,0.000541
lerp,mathfu,gcc,EXTRALARGE,0.0005505
lerp,mathfu,jax,EXTRALARGE,0.000222333939746022
lerp,mathfu,jax_gpu,EXTRALARGE,0.000580191030167043
lerp,mathfu,jax_gpu_onlykernel,EXTRALARGE,5.88740222156048e-05
lerp,mathfu,numba,EXTRALARGE,0.000377297517843544
lerp,mathfu,numpy,EXTRALARGE,0.00109711301047355
lerp,mathfu,polly,EXTRALARGE,0.0004605
lerp,mathfu,polly-parallel,EXTRALARGE,0.0005145
lerp,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.0004835
lerp,mathfu,polly-vectorizer,EXTRALARGE,0.000458
lerp,mathfu,torch,EXTRALARGE,0.000239267945289612
lerp,mathfu,torch_compiled,EXTRALARGE,8.10300698503852e-05
lerp,mathfu,torch_gpu,EXTRALARGE,7.38844973966479e-05
lerp,mathfu,torch_gpu_onlykernel,EXTRALARGE,6.56701158732176e-05
lighten_blend8,blend,clang,EXTRALARGE,0.1305075
lighten_blend8,blend,gcc,EXTRALARGE,0.134276
lighten_blend8,blend,jax,EXTRALARGE,0.0867688399739563
lighten_blend8,blend,jax_gpu,EXTRALARGE,0.0257439085980877
lighten_blend8,blend,jax_gpu_onlykernel,EXTRALARGE,3.09150200337172e-05
lighten_blend8,blend,numba,EXTRALARGE,0.183598529547453
lighten_blend8,blend,numpy,EXTRALARGE,0.160641003050841
lighten_blend8,blend,polly,EXTRALARGE,0.1534055
lighten_blend8,blend,polly-parallel,EXTRALARGE,0.0290085
lighten_blend8,blend,polly-parallel-vectorizer,EXTRALARGE,0.0295735
lighten_blend8,blend,polly-vectorizer,EXTRALARGE,0.1698
lighten_blend8,blend,torch,EXTRALARGE,0.0766062045004219
lighten_blend8,blend,torch_compiled,EXTRALARGE,0.0612387034343556
lighten_blend8,blend,torch_gpu_onlykernel,EXTRALARGE,2.69800657406449e-05
linear_burn8,blend,clang,EXTRALARGE,0.136191
linear_burn8,blend,gcc,EXTRALARGE,0.1371875
linear_burn8,blend,jax,EXTRALARGE,0.085952069493942
linear_burn8,blend,jax_gpu,EXTRALARGE,0.0258438534801826
linear_burn8,blend,jax_gpu_onlykernel,EXTRALARGE,3.1044939532876e-05
linear_burn8,blend,numba,EXTRALARGE,0.183211307041347
linear_burn8,blend,numpy,EXTRALARGE,0.0620534854242578
linear_burn8,blend,polly,EXTRALARGE,0.1560725
linear_burn8,blend,polly-parallel,EXTRALARGE,0.02888
linear_burn8,blend,polly-parallel-vectorizer,EXTRALARGE,0.0288555
linear_burn8,blend,polly-vectorizer,EXTRALARGE,0.1681155
linear_burn8,blend,torch,EXTRALARGE,0.0952444485155866
linear_burn8,blend,torch_compiled,EXTRALARGE,0.0661449079634622
linear_burn8,blend,torch_gpu_onlykernel,EXTRALARGE,2.36500054597855e-05
linear_dodge8,blend,clang,EXTRALARGE,0.130777
linear_dodge8,blend,gcc,EXTRALARGE,0.135664
linear_dodge8,blend,jax,EXTRALARGE,0.0801643679151312
linear_dodge8,blend,jax_gpu,EXTRALARGE,0.0258143780520186
linear_dodge8,blend,jax_gpu_onlykernel,EXTRALARGE,3.11349285766482e-05
linear_dodge8,blend,numba,EXTRALARGE,0.182827755576
linear_dodge8,blend,numpy,EXTRALARGE,0.0490678730420768
linear_dodge8,blend,polly,EXTRALARGE,0.149373
linear_dodge8,blend,polly-parallel,EXTRALARGE,0.0289585
linear_dodge8,blend,polly-parallel-vectorizer,EXTRALARGE,0.029357
linear_dodge8,blend,polly-vectorizer,EXTRALARGE,0.162495
linear_dodge8,blend,torch,EXTRALARGE,0.0603298461064696
linear_dodge8,blend,torch_compiled,EXTRALARGE,0.0567859839648008
linear_dodge8,blend,torch_gpu_onlykernel,EXTRALARGE,1.32899731397629e-05
lmsfir1,utdsp,clang,EXTRALARGE,0.058144
lmsfir1,utdsp,gcc,EXTRALARGE,0.059
lmsfir1,utdsp,jax,EXTRALARGE,0.0852315130177885
lmsfir1,utdsp,jax_gpu,EXTRALARGE,0.0496221689973027
lmsfir1,utdsp,jax_gpu_onlykernel,EXTRALARGE,2.08800192922354e-05
lmsfir1,utdsp,numba,EXTRALARGE,0.0805595915298909
lmsfir1,utdsp,numpy,EXTRALARGE,0.0237382214982063
lmsfir1,utdsp,polly,EXTRALARGE,0.058974
lmsfir1,utdsp,polly-parallel,EXTRALARGE,0.0591275
lmsfir1,utdsp,polly-parallel-vectorizer,EXTRALARGE,0.058417
lmsfir1,utdsp,polly-vectorizer,EXTRALARGE,0.05915
lmsfir1,utdsp,torch,EXTRALARGE,0.023745512473397
lmsfir1,utdsp,torch_compiled,EXTRALARGE,0.0238354169996455
lmsfir1,utdsp,torch_gpu_onlykernel,EXTRALARGE,1.65699748322368e-05
lmsfir2,utdsp,clang,EXTRALARGE,0.043232
lmsfir2,utdsp,gcc,EXTRALARGE,0.043628
lmsfir2,utdsp,jax,EXTRALARGE,0.122701765038073
lmsfir2,utdsp,jax_gpu,EXTRALARGE,0.054847203544341
lmsfir2,utdsp,jax_gpu_onlykernel,EXTRALARGE,5.62550267204642e-05
lmsfir2,utdsp,numba,EXTRALARGE,0.0414529705885798
lmsfir2,utdsp,numpy,EXTRALARGE,0.134683396434411
lmsfir2,utdsp,polly,EXTRALARGE,0.0442535
lmsfir2,utdsp,polly-parallel,EXTRALARGE,0.0429815
lmsfir2,utdsp,polly-parallel-vectorizer,EXTRALARGE,0.0428955
lmsfir2,utdsp,polly-vectorizer,EXTRALARGE,0.042922
lmsfir2,utdsp,torch,EXTRALARGE,0.207626118441112
lmsfir2,utdsp,torch_compiled,EXTRALARGE,0.0368918339954689
lmsfir2,utdsp,torch_gpu_onlykernel,EXTRALARGE,4.4394051656127e-05
mag_array,darknet,clang,EXTRALARGE,0.056537
mag_array,darknet,gcc,EXTRALARGE,0.0555715
mag_array,darknet,jax,EXTRALARGE,0.0897434834623709
mag_array,darknet,jax_gpu,EXTRALARGE,0.0367413314525038
mag_array,darknet,jax_gpu_onlykernel,EXTRALARGE,3.39149264618754e-05
mag_array,darknet,numba,EXTRALARGE,0.079172533354722
mag_array,darknet,numpy,EXTRALARGE,0.0117946940008551
mag_array,darknet,polly,EXTRALARGE,0.056266
mag_array,darknet,polly-parallel,EXTRALARGE,0.0555385
mag_array,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0561905
mag_array,darknet,polly-vectorizer,EXTRALARGE,0.055881
mag_array,darknet,torch,EXTRALARGE,0.0119146754732355
mag_array,darknet,torch_compiled,EXTRALARGE,0.0119784938869998
mag_array,darknet,torch_gpu,EXTRALARGE,1.40295596793294e-05
mag_array,darknet,torch_gpu_onlykernel,EXTRALARGE,1.203001011163e-05
mat1x3,dspstone,clang,EXTRALARGE,0.000885
mat1x3,dspstone,gcc,EXTRALARGE,0.000732
mat1x3,dspstone,jax,EXTRALARGE,0.000167494057677686
mat1x3,dspstone,jax_gpu,EXTRALARGE,0.000408257474191487
mat1x3,dspstone,jax_gpu_onlykernel,EXTRALARGE,3.48200555890799e-05
mat1x3,dspstone,numba,EXTRALARGE,0.000797110027633607
mat1x3,dspstone,numpy,EXTRALARGE,5.7579018175602e-05
mat1x3,dspstone,polly,EXTRALARGE,0.000541
mat1x3,dspstone,polly-parallel,EXTRALARGE,0.0008765
mat1x3,dspstone,polly-parallel-vectorizer,EXTRALARGE,0.000909
mat1x3,dspstone,polly-vectorizer,EXTRALARGE,0.0003105
mat1x3,dspstone,torch,EXTRALARGE,0.000247739139012992
mat1x3,dspstone,torch_compiled,EXTRALARGE,0.000153103959746659
mat1x3,dspstone,torch_gpu,EXTRALARGE,4.83294716104865e-05
mat1x3,dspstone,torch_gpu_onlykernel,EXTRALARGE,3.32749914377928e-05
matadd,dsp,clang,EXTRALARGE,0.1568625
matadd,dsp,gcc,EXTRALARGE,0.1544335
matadd,dsp,jax,EXTRALARGE,0.361582731013186
matadd,dsp,jax_gpu,EXTRALARGE,0.443885031971149
matadd,dsp,jax_gpu_onlykernel,EXTRALARGE,2.44700349867344e-05
matadd,dsp,numba,EXTRALARGE,0.138795671518892
matadd,dsp,numpy,EXTRALARGE,0.376991726574488
matadd,dsp,polly,EXTRALARGE,0.360616
matadd,dsp,polly-parallel,EXTRALARGE,0.1357925
matadd,dsp,polly-parallel-vectorizer,EXTRALARGE,0.136481
matadd,dsp,polly-vectorizer,EXTRALARGE,0.4099265
matadd,dsp,torch,EXTRALARGE,0.429187176399864
matadd,dsp,torch_compiled,EXTRALARGE,0.132562463986687
matadd,dsp,torch_gpu,EXTRALARGE,3.42396087944508e-05
matadd,dsp,torch_gpu_onlykernel,EXTRALARGE,2.75294296443462e-05
matinit,dsp,clang,EXTRALARGE,0.097415
matinit,dsp,gcc,EXTRALARGE,0.0968745
matinit,dsp,jax,EXTRALARGE,0.309218124952167
matinit,dsp,jax_gpu,EXTRALARGE,4.6809553168714e-05
matinit,dsp,jax_gpu_onlykernel,EXTRALARGE,5.7074474170804e-05
matinit,dsp,numba,EXTRALARGE,0.101985751534812
matinit,dsp,numpy,EXTRALARGE,0.314120887429453
matinit,dsp,polly,EXTRALARGE,0.1943165
matinit,dsp,polly-parallel,EXTRALARGE,0.0879675
matinit,dsp,polly-parallel-vectorizer,EXTRALARGE,0.0870945
matinit,dsp,polly-vectorizer,EXTRALARGE,0.194679
matinit,dsp,torch,EXTRALARGE,0.218109647510573
matinit,dsp,torch_compiled,EXTRALARGE,0.216662934049964
matinit,dsp,torch_gpu,EXTRALARGE,5.78149920329452e-05
matinit,dsp,torch_gpu_onlykernel,EXTRALARGE,4.48195496574044e-05
matmul,dsp,clang,EXTRALARGE,11.083715
matmul,dsp,gcc,EXTRALARGE,8.4600155
matmul,dsp,jax,EXTRALARGE,0.068111332016997
matmul,dsp,jax_gpu,EXTRALARGE,0.00298290443606675
matmul,dsp,jax_gpu_onlykernel,EXTRALARGE,9.30996611714363e-05
matmul,dsp,numba,EXTRALARGE,10.0434480005642
matmul,dsp,numpy,EXTRALARGE,0.0569436324294657
matmul,dsp,polly,EXTRALARGE,1.197771
matmul,dsp,polly-parallel,EXTRALARGE,1.198907
matmul,dsp,polly-parallel-vectorizer,EXTRALARGE,1.2262695
matmul,dsp,polly-vectorizer,EXTRALARGE,1.205288
matmul,dsp,torch,EXTRALARGE,0.0609229964902624
matmul,dsp,torch_compiled,EXTRALARGE,0.0593080974649638
matmul,dsp,torch_gpu,EXTRALARGE,4.48949867859483e-05
matmul,dsp,torch_gpu_onlykernel,EXTRALARGE,2.10750149562955e-05
matmul_ll,llama,clang,EXTRALARGE,0.003297
matmul_ll,llama,gcc,EXTRALARGE,0.0032495
matmul_ll,llama,jax,EXTRALARGE,0.000607070047408342
matmul_ll,llama,jax_gpu,EXTRALARGE,0.00836849096231163
matmul_ll,llama,jax_gpu_onlykernel,EXTRALARGE,4.64995391666889e-05
matmul_ll,llama,numba,EXTRALARGE,0.00527417613193393
matmul_ll,llama,numpy,EXTRALARGE,8.62040324136615e-05
matmul_ll,llama,polly,EXTRALARGE,0.0021275
matmul_ll,llama,polly-parallel,EXTRALARGE,0.0013745
matmul_ll,llama,polly-parallel-vectorizer,EXTRALARGE,0.001353
matmul_ll,llama,polly-vectorizer,EXTRALARGE,0.0037995
matmul_ll,llama,torch,EXTRALARGE,0.00129068444948643
matmul_ll,llama,torch_compiled,EXTRALARGE,0.000427251448854804
matmul_ll,llama,torch_gpu_onlykernel,EXTRALARGE,4.81940805912018e-05
matmul_sca,mathfu,clang,EXTRALARGE,0.001986
matmul_sca,mathfu,gcc,EXTRALARGE,0.002254
matmul_sca,mathfu,jax,EXTRALARGE,0.00137771107256413
matmul_sca,mathfu,jax_gpu,EXTRALARGE,0.00170702289324254
matmul_sca,mathfu,jax_gpu_onlykernel,EXTRALARGE,5.42445341125131e-05
matmul_sca,mathfu,numba,EXTRALARGE,0.00194879795890301
matmul_sca,mathfu,numpy,EXTRALARGE,0.00367225660011172
matmul_sca,mathfu,polly,EXTRALARGE,0.004541
matmul_sca,mathfu,polly-parallel,EXTRALARGE,0.0023655
matmul_sca,mathfu,polly-parallel-vectorizer,EXTRALARGE,0.0023605
matmul_sca,mathfu,polly-vectorizer,EXTRALARGE,0.005281
matmul_sca,mathfu,torch,EXTRALARGE,0.0078349239192903
matmul_sca,mathfu,torch_compiled,EXTRALARGE,0.000740164890885353
matmul_sca,mathfu,torch_gpu,EXTRALARGE,2.96150101348758e-05
matmul_sca,mathfu,torch_gpu_onlykernel,EXTRALARGE,2.36999476328492e-05
matrix1,dspstone,clang,EXTRALARGE,0.655616
matrix1,dspstone,gcc,EXTRALARGE,0.6431385
matrix1,dspstone,jax,EXTRALARGE,0.00523821590468287
matrix1,dspstone,jax_gpu,EXTRALARGE,0.000417937990278006
matrix1,dspstone,jax_gpu_onlykernel,EXTRALARGE,5.07744261994958e-05
matrix1,dspstone,numba,EXTRALARGE,0.655779696535319
matrix1,dspstone,numpy,EXTRALARGE,0.0057420190423727
matrix1,dspstone,polly,EXTRALARGE,0.3218935
matrix1,dspstone,polly-parallel,EXTRALARGE,0.0268005
matrix1,dspstone,polly-parallel-vectorizer,EXTRALARGE,0.016287
matrix1,dspstone,polly-vectorizer,EXTRALARGE,0.1652045
matrix1,dspstone,torch,EXTRALARGE,0.00822546205017716
matrix1,dspstone,torch_compiled,EXTRALARGE,0.00834424805361778
matrix1,dspstone,torch_gpu,EXTRALARGE,4.40300209447742e-05
matrix1,dspstone,torch_gpu_onlykernel,EXTRALARGE,6.9204019382596e-05
matrix2,dspstone,clang,EXTRALARGE,0.5340545
matrix2,dspstone,gcc,EXTRALARGE,0.5426085
matrix2,dspstone,jax,EXTRALARGE,0.00425013271160424
matrix2,dspstone,jax_gpu,EXTRALARGE,0.000645870575681329
matrix2,dspstone,jax_gpu_onlykernel,EXTRALARGE,2.21799127757549e-05
matrix2,dspstone,numba,EXTRALARGE,0.52982708113268
matrix2,dspstone,numpy,EXTRALARGE,0.00328748405445367
matrix2,dspstone,polly,EXTRALARGE,0.269115
matrix2,dspstone,polly-parallel,EXTRALARGE,0.0230955
matrix2,dspstone,polly-parallel-vectorizer,EXTRALARGE,0.0146645
matrix2,dspstone,polly-vectorizer,EXTRALARGE,0.135323
matrix2,dspstone,torch,EXTRALARGE,0.00695975555572659
matrix2,dspstone,torch_compiled,EXTRALARGE,0.00681569648440927
matrix2,dspstone,torch_gpu,EXTRALARGE,7.3233968578279e-05
matrix2,dspstone,torch_gpu_onlykernel,EXTRALARGE,8.11041099950671e-05
matrix_add_matrix,darknet,clang,EXTRALARGE,0.001514
matrix_add_matrix,darknet,gcc,EXTRALARGE,0.001488
matrix_add_matrix,darknet,jax,EXTRALARGE,0.00163066503591835
matrix_add_matrix,darknet,jax_gpu,EXTRALARGE,0.00196042156312615
matrix_add_matrix,darknet,jax_gpu_onlykernel,EXTRALARGE,3.7649879232049e-05
matrix_add_matrix,darknet,numba,EXTRALARGE,0.00142703042365611
matrix_add_matrix,darknet,numpy,EXTRALARGE,0.00328471907414496
matrix_add_matrix,darknet,polly,EXTRALARGE,0.0034485
matrix_add_matrix,darknet,polly-parallel,EXTRALARGE,0.0018205
matrix_add_matrix,darknet,polly-parallel-vectorizer,EXTRALARGE,0.0017865
matrix_add_matrix,darknet,polly-vectorizer,EXTRALARGE,0.0038265
matrix_add_matrix,darknet,torch,EXTRALARGE,0.00120197748765349
matrix_add_matrix,darknet,torch_compiled,EXTRALARGE,0.000469567021355033
